Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,disease,env_broad_scale,env_local_scale,env_medium,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Host,Instrument,lat_lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Location,Organism,Platform,ReleaseDate,create_date,version,Sample Name,SRA Study,UniqueSampleName
SRR18231081,AMPLICON,510,14451360,PRJNA812940,SAMN26441947,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",9345877,MCMASTER UNIVERSITY,2015-01-01/2021-12-31,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Active,UBERON:0000467,UBERON:0005409,UBERON:0001555,SRX14372681,Canada,North America,Canada,Homo sapiens,Illumina MiSeq,43.25 N 79.87 W,LR171-EV226,PAIRED,PCR,METAGENOMIC,ASPIRATE,gut metagenome,ILLUMINA,2022-10-28T00:00:00Z,2022-03-04T17:25:00Z,1,EV226,SRP362541,EV226
SRR18231082,AMPLICON,510,16342950,PRJNA812940,SAMN26441946,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",10980640,MCMASTER UNIVERSITY,2015-01-01/2021-12-31,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Active,UBERON:0000467,UBERON:0005409,UBERON:0001555,SRX14372680,Canada,North America,Canada,Homo sapiens,Illumina MiSeq,43.25 N 79.87 W,LR171-EV225,PAIRED,PCR,METAGENOMIC,D3,gut metagenome,ILLUMINA,2022-10-28T00:00:00Z,2022-03-04T17:26:00Z,1,EV225,SRP362541,EV225
SRR18231083,AMPLICON,510,21093600,PRJNA812940,SAMN26441945,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",13985602,MCMASTER UNIVERSITY,2015-01-01/2021-12-31,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Active,UBERON:0000467,UBERON:0005409,UBERON:0001555,SRX14372679,Canada,North America,Canada,Homo sapiens,Illumina MiSeq,43.25 N 79.87 W,LR171-EV224,PAIRED,PCR,METAGENOMIC,D2,gut metagenome,ILLUMINA,2022-10-28T00:00:00Z,2022-03-04T17:25:00Z,1,EV224,SRP362541,EV224
SRR18231084,AMPLICON,510,30227700,PRJNA812940,SAMN26441944,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",19698913,MCMASTER UNIVERSITY,2015-01-01/2021-12-31,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Active,UBERON:0000467,UBERON:0005409,UBERON:0001555,SRX14372678,Canada,North America,Canada,Homo sapiens,Illumina MiSeq,43.25 N 79.87 W,LR171-EV223,PAIRED,PCR,METAGENOMIC,D1,gut metagenome,ILLUMINA,2022-10-28T00:00:00Z,2022-03-04T17:25:00Z,1,EV223,SRP362541,EV223
SRR18231085,AMPLICON,510,47567190,PRJNA812940,SAMN26441943,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",30488432,MCMASTER UNIVERSITY,2015-01-01/2021-12-31,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",NonCeD,UBERON:0000467,UBERON:0005409,UBERON:0001555,SRX14372677,Canada,North America,Canada,Homo sapiens,Illumina MiSeq,43.25 N 79.87 W,LR171-EV222,PAIRED,PCR,METAGENOMIC,ASPIRATE,gut metagenome,ILLUMINA,2022-10-28T00:00:00Z,2022-03-04T17:25:00Z,1,EV222,SRP362541,EV222
SRR18231086,AMPLICON,510,10648800,PRJNA812940,SAMN26441942,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",7028005,MCMASTER UNIVERSITY,2015-01-01/2021-12-31,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",NonCeD,UBERON:0000467,UBERON:0005409,UBERON:0001555,SRX14372676,Canada,North America,Canada,Homo sapiens,Illumina MiSeq,43.25 N 79.87 W,LR171-EV221,PAIRED,PCR,METAGENOMIC,D3,gut metagenome,ILLUMINA,2022-10-28T00:00:00Z,2022-03-04T17:25:00Z,1,EV221,SRP362541,EV221
SRR18231087,AMPLICON,510,18095310,PRJNA812940,SAMN26441941,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",11785464,MCMASTER UNIVERSITY,2015-01-01/2021-12-31,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",NonCeD,UBERON:0000467,UBERON:0005409,UBERON:0001555,SRX14372675,Canada,North America,Canada,Homo sapiens,Illumina MiSeq,43.25 N 79.87 W,LR171-EV220,PAIRED,PCR,METAGENOMIC,D2,gut metagenome,ILLUMINA,2022-10-28T00:00:00Z,2022-03-04T17:25:00Z,1,EV220,SRP362541,EV220
SRR18231088,AMPLICON,510,21439890,PRJNA812940,SAMN26441923,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",13825105,MCMASTER UNIVERSITY,2015-01-01/2021-12-31,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",NonCeD,UBERON:0000467,UBERON:0005409,UBERON:0001555,SRX14372674,Canada,North America,Canada,Homo sapiens,Illumina MiSeq,43.25 N 79.87 W,LR171-EV193,PAIRED,PCR,METAGENOMIC,D3,gut metagenome,ILLUMINA,2022-10-28T00:00:00Z,2022-03-04T17:25:00Z,1,EV193,SRP362541,EV193
SRR18231089,AMPLICON,502,134438612,PRJNA812940,SAMN26442119,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",77270818,MCMASTER UNIVERSITY,2015-01-01/2021-12-31,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Active,UBERON:0000467,UBERON:0005409,UBERON:0001555,SRX14372673,Canada,North America,Canada,Homo sapiens,Illumina MiSeq,43.25 N 79.87 W,run364-MC364-4,PAIRED,PCR,METAGENOMIC,Feces,gut metagenome,ILLUMINA,2022-10-28T00:00:00Z,2022-03-04T17:25:00Z,1,MC364-4,SRP362541,MC364-4
SRR18231090,AMPLICON,502,138708624,PRJNA812940,SAMN26442118,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",81668094,MCMASTER UNIVERSITY,2015-01-01/2021-12-31,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Active,UBERON:0000467,UBERON:0005409,UBERON:0001555,SRX14372672,Canada,North America,Canada,Homo sapiens,Illumina MiSeq,43.25 N 79.87 W,run364-MC364-3,PAIRED,PCR,METAGENOMIC,Feces,gut metagenome,ILLUMINA,2022-10-28T00:00:00Z,2022-03-04T17:25:00Z,1,MC364-3,SRP362541,MC364-3
SRR18231091,AMPLICON,502,89042752,PRJNA812940,SAMN26442117,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",52498269,MCMASTER UNIVERSITY,2015-01-01/2021-12-31,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Active,UBERON:0000467,UBERON:0005409,UBERON:0001555,SRX14372671,Canada,North America,Canada,Homo sapiens,Illumina MiSeq,43.25 N 79.87 W,run364-MC364-24,PAIRED,PCR,METAGENOMIC,Feces,gut metagenome,ILLUMINA,2022-10-28T00:00:00Z,2022-03-04T17:25:00Z,1,MC364-24,SRP362541,MC364-24
SRR18231092,AMPLICON,502,112910844,PRJNA812940,SAMN26442116,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",64819022,MCMASTER UNIVERSITY,2015-01-01/2021-12-31,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",NonCeD,UBERON:0000467,UBERON:0005409,UBERON:0001555,SRX14372670,Canada,North America,Canada,Homo sapiens,Illumina MiSeq,43.25 N 79.87 W,run364-MC364-23,PAIRED,PCR,METAGENOMIC,Feces,gut metagenome,ILLUMINA,2022-10-28T00:00:00Z,2022-03-04T17:25:00Z,1,MC364-23,SRP362541,MC364-23
SRR18231093,AMPLICON,502,187528124,PRJNA812940,SAMN26442115,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",108595453,MCMASTER UNIVERSITY,2015-01-01/2021-12-31,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Active,UBERON:0000467,UBERON:0005409,UBERON:0001555,SRX14372669,Canada,North America,Canada,Homo sapiens,Illumina MiSeq,43.25 N 79.87 W,run364-MC364-22,PAIRED,PCR,METAGENOMIC,Feces,gut metagenome,ILLUMINA,2022-10-28T00:00:00Z,2022-03-04T17:25:00Z,1,MC364-22,SRP362541,MC364-22
SRR18231094,AMPLICON,502,124312770,PRJNA812940,SAMN26442114,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",72991708,MCMASTER UNIVERSITY,2015-01-01/2021-12-31,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Active,UBERON:0000467,UBERON:0005409,UBERON:0001555,SRX14372668,Canada,North America,Canada,Homo sapiens,Illumina MiSeq,43.25 N 79.87 W,run364-MC364-21,PAIRED,PCR,METAGENOMIC,Feces,gut metagenome,ILLUMINA,2022-10-28T00:00:00Z,2022-03-04T17:25:00Z,1,MC364-21,SRP362541,MC364-21
SRR18231095,AMPLICON,502,159241428,PRJNA812940,SAMN26442113,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",90634431,MCMASTER UNIVERSITY,2015-01-01/2021-12-31,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",NonCeD,UBERON:0000467,UBERON:0005409,UBERON:0001555,SRX14372667,Canada,North America,Canada,Homo sapiens,Illumina MiSeq,43.25 N 79.87 W,run364-MC364-2,PAIRED,PCR,METAGENOMIC,Feces,gut metagenome,ILLUMINA,2022-10-28T00:00:00Z,2022-03-04T17:26:00Z,1,MC364-2,SRP362541,MC364-2
SRR18231096,AMPLICON,502,15789406,PRJNA812940,SAMN26442112,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",9495856,MCMASTER UNIVERSITY,2015-01-01/2021-12-31,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Active,UBERON:0000467,UBERON:0005409,UBERON:0001555,SRX14372666,Canada,North America,Canada,Homo sapiens,Illumina MiSeq,43.25 N 79.87 W,run364-MC364-16,PAIRED,PCR,METAGENOMIC,Feces,gut metagenome,ILLUMINA,2022-10-28T00:00:00Z,2022-03-04T17:26:00Z,1,MC364-16,SRP362541,MC364-16
SRR18231097,AMPLICON,502,137773398,PRJNA812940,SAMN26442111,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",78937088,MCMASTER UNIVERSITY,2015-01-01/2021-12-31,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Active,UBERON:0000467,UBERON:0005409,UBERON:0001555,SRX14372665,Canada,North America,Canada,Homo sapiens,Illumina MiSeq,43.25 N 79.87 W,run364-MC364-13,PAIRED,PCR,METAGENOMIC,Feces,gut metagenome,ILLUMINA,2022-10-28T00:00:00Z,2022-03-04T17:25:00Z,1,MC364-13,SRP362541,MC364-13
SRR18231098,AMPLICON,510,30933540,PRJNA812940,SAMN26441940,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",20099578,MCMASTER UNIVERSITY,2015-01-01/2021-12-31,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",NonCeD,UBERON:0000467,UBERON:0005409,UBERON:0001555,SRX14372664,Canada,North America,Canada,Homo sapiens,Illumina MiSeq,43.25 N 79.87 W,LR171-EV219,PAIRED,PCR,METAGENOMIC,D1,gut metagenome,ILLUMINA,2022-10-28T00:00:00Z,2022-03-04T17:25:00Z,1,EV219,SRP362541,EV219
SRR18231099,AMPLICON,502,132953696,PRJNA812940,SAMN26442110,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",75223514,MCMASTER UNIVERSITY,2015-01-01/2021-12-31,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Active,UBERON:0000467,UBERON:0005409,UBERON:0001555,SRX14372663,Canada,North America,Canada,Homo sapiens,Illumina MiSeq,43.25 N 79.87 W,run364-MC364-12,PAIRED,PCR,METAGENOMIC,Feces,gut metagenome,ILLUMINA,2022-10-28T00:00:00Z,2022-03-04T17:26:00Z,1,MC364-12,SRP362541,MC364-12
SRR18231100,AMPLICON,502,129994406,PRJNA812940,SAMN26442109,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",76748954,MCMASTER UNIVERSITY,2015-01-01/2021-12-31,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Active,UBERON:0000467,UBERON:0005409,UBERON:0001555,SRX14372662,Canada,North America,Canada,Homo sapiens,Illumina MiSeq,43.25 N 79.87 W,run364-MC364-11,PAIRED,PCR,METAGENOMIC,Feces,gut metagenome,ILLUMINA,2022-10-28T00:00:00Z,2022-03-04T17:25:00Z,1,MC364-11,SRP362541,MC364-11
SRR18231101,AMPLICON,502,91259082,PRJNA812940,SAMN26442108,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",52429881,MCMASTER UNIVERSITY,2015-01-01/2021-12-31,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Active,UBERON:0000467,UBERON:0005409,UBERON:0001555,SRX14372661,Canada,North America,Canada,Homo sapiens,Illumina MiSeq,43.25 N 79.87 W,run364-MC364-1,PAIRED,PCR,METAGENOMIC,Feces,gut metagenome,ILLUMINA,2022-10-28T00:00:00Z,2022-03-04T17:26:00Z,1,MC364-1,SRP362541,MC364-1
SRR18231102,AMPLICON,512,10397274,PRJNA812940,SAMN26442107,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",5368041,MCMASTER UNIVERSITY,2015-01-01/2021-12-31,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",NonCeD,UBERON:0000467,UBERON:0005409,UBERON:0001555,SRX14372660,Canada,North America,Canada,Homo sapiens,Illumina MiSeq,43.25 N 79.87 W,run308-MC308-9,PAIRED,PCR,METAGENOMIC,Feces,gut metagenome,ILLUMINA,2022-10-28T00:00:00Z,2022-03-04T17:25:00Z,1,MC308-9,SRP362541,MC308-9
SRR18231103,AMPLICON,526,31519244,PRJNA812940,SAMN26442106,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",15816849,MCMASTER UNIVERSITY,2015-01-01/2021-12-31,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",NonCeD,UBERON:0000467,UBERON:0005409,UBERON:0001555,SRX14372659,Canada,North America,Canada,Homo sapiens,Illumina MiSeq,43.25 N 79.87 W,run308-MC308-8,PAIRED,PCR,METAGENOMIC,Feces,gut metagenome,ILLUMINA,2022-10-28T00:00:00Z,2022-03-04T17:26:00Z,1,MC308-8,SRP362541,MC308-8
SRR18231104,AMPLICON,502,29455352,PRJNA812940,SAMN26441984,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",16369872,MCMASTER UNIVERSITY,2015-01-01/2021-12-31,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",NonCeD,UBERON:0000467,UBERON:0005409,UBERON:0001555,SRX14372658,Canada,North America,Canada,Homo sapiens,Illumina MiSeq,43.25 N 79.87 W,LR260-EV354,PAIRED,PCR,METAGENOMIC,D2,gut metagenome,ILLUMINA,2022-10-28T00:00:00Z,2022-03-04T17:25:00Z,1,EV354,SRP362541,EV354
SRR18231105,AMPLICON,502,27154184,PRJNA812940,SAMN26441983,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",15372270,MCMASTER UNIVERSITY,2015-01-01/2021-12-31,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",NonCeD,UBERON:0000467,UBERON:0005409,UBERON:0001555,SRX14372657,Canada,North America,Canada,Homo sapiens,Illumina MiSeq,43.25 N 79.87 W,LR260-EV353,PAIRED,PCR,METAGENOMIC,D2,gut metagenome,ILLUMINA,2022-10-28T00:00:00Z,2022-03-04T17:26:00Z,1,EV353,SRP362541,EV353
SRR18231106,AMPLICON,502,37086254,PRJNA812940,SAMN26441982,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",20970130,MCMASTER UNIVERSITY,2015-01-01/2021-12-31,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",NonCeD,UBERON:0000467,UBERON:0005409,UBERON:0001555,SRX14372656,Canada,North America,Canada,Homo sapiens,Illumina MiSeq,43.25 N 79.87 W,LR260-EV352,PAIRED,PCR,METAGENOMIC,D2,gut metagenome,ILLUMINA,2022-10-28T00:00:00Z,2022-03-04T17:26:00Z,1,EV352,SRP362541,EV352
SRR18231107,AMPLICON,502,814244,PRJNA812940,SAMN26441981,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",542207,MCMASTER UNIVERSITY,2015-01-01/2021-12-31,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",NonCeD,UBERON:0000467,UBERON:0005409,UBERON:0001555,SRX14372655,Canada,North America,Canada,Homo sapiens,Illumina MiSeq,43.25 N 79.87 W,LR260-EV351,PAIRED,PCR,METAGENOMIC,D2,gut metagenome,ILLUMINA,2022-10-28T00:00:00Z,2022-03-04T17:25:00Z,1,EV351,SRP362541,EV351
SRR18231108,AMPLICON,510,34417350,PRJNA812940,SAMN26441927,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",21861909,MCMASTER UNIVERSITY,2015-01-01/2021-12-31,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Active,UBERON:0000467,UBERON:0005409,UBERON:0001555,SRX14372654,Canada,North America,Canada,Homo sapiens,Illumina MiSeq,43.25 N 79.87 W,LR171-EV201,PAIRED,PCR,METAGENOMIC,D3,gut metagenome,ILLUMINA,2022-10-28T00:00:00Z,2022-03-04T17:25:00Z,1,EV201,SRP362541,EV201
SRR18231109,AMPLICON,502,14728178,PRJNA812940,SAMN26441980,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",8456620,MCMASTER UNIVERSITY,2015-01-01/2021-12-31,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",NonCeD,UBERON:0000467,UBERON:0005409,UBERON:0001555,SRX14372653,Canada,North America,Canada,Homo sapiens,Illumina MiSeq,43.25 N 79.87 W,LR260-EV350,PAIRED,PCR,METAGENOMIC,D2,gut metagenome,ILLUMINA,2022-10-28T00:00:00Z,2022-03-04T17:26:00Z,1,EV350,SRP362541,EV350
SRR18231110,AMPLICON,502,14745748,PRJNA812940,SAMN26441979,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",8766315,MCMASTER UNIVERSITY,2015-01-01/2021-12-31,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",NonCeD,UBERON:0000467,UBERON:0005409,UBERON:0001555,SRX14372652,Canada,North America,Canada,Homo sapiens,Illumina MiSeq,43.25 N 79.87 W,LR260-EV349,PAIRED,PCR,METAGENOMIC,D2,gut metagenome,ILLUMINA,2022-10-28T00:00:00Z,2022-03-04T17:26:00Z,1,EV349,SRP362541,EV349
SRR18231111,AMPLICON,502,29462380,PRJNA812940,SAMN26441978,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",16706484,MCMASTER UNIVERSITY,2015-01-01/2021-12-31,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",NonCeD,UBERON:0000467,UBERON:0005409,UBERON:0001555,SRX14372651,Canada,North America,Canada,Homo sapiens,Illumina MiSeq,43.25 N 79.87 W,LR260-EV348,PAIRED,PCR,METAGENOMIC,D2,gut metagenome,ILLUMINA,2022-10-28T00:00:00Z,2022-03-04T17:26:00Z,1,EV348,SRP362541,EV348
SRR18231112,AMPLICON,502,18470588,PRJNA812940,SAMN26441977,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",10734540,MCMASTER UNIVERSITY,2015-01-01/2021-12-31,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",NonCeD,UBERON:0000467,UBERON:0005409,UBERON:0001555,SRX14372650,Canada,North America,Canada,Homo sapiens,Illumina MiSeq,43.25 N 79.87 W,LR260-EV347,PAIRED,PCR,METAGENOMIC,D2,gut metagenome,ILLUMINA,2022-10-28T00:00:00Z,2022-03-04T17:25:00Z,1,EV347,SRP362541,EV347
SRR18231113,AMPLICON,502,33449766,PRJNA812940,SAMN26441976,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",19078018,MCMASTER UNIVERSITY,2015-01-01/2021-12-31,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",NonCeD,UBERON:0000467,UBERON:0005409,UBERON:0001555,SRX14372649,Canada,North America,Canada,Homo sapiens,Illumina MiSeq,43.25 N 79.87 W,LR260-EV346,PAIRED,PCR,METAGENOMIC,D2,gut metagenome,ILLUMINA,2022-10-28T00:00:00Z,2022-03-04T17:26:00Z,1,EV346,SRP362541,EV346
SRR18231114,AMPLICON,502,24704424,PRJNA812940,SAMN26441975,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",14128946,MCMASTER UNIVERSITY,2015-01-01/2021-12-31,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",NonCeD,UBERON:0000467,UBERON:0005409,UBERON:0001555,SRX14372648,Canada,North America,Canada,Homo sapiens,Illumina MiSeq,43.25 N 79.87 W,LR260-EV345,PAIRED,PCR,METAGENOMIC,D2,gut metagenome,ILLUMINA,2022-10-28T00:00:00Z,2022-03-04T17:26:00Z,1,EV345,SRP362541,EV345
SRR18231115,AMPLICON,502,31705818,PRJNA812940,SAMN26441974,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",17335464,MCMASTER UNIVERSITY,2015-01-01/2021-12-31,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",NonCeD,UBERON:0000467,UBERON:0005409,UBERON:0001555,SRX14372647,Canada,North America,Canada,Homo sapiens,Illumina MiSeq,43.25 N 79.87 W,LR260-EV344,PAIRED,PCR,METAGENOMIC,D2,gut metagenome,ILLUMINA,2022-10-28T00:00:00Z,2022-03-04T17:25:00Z,1,EV344,SRP362541,EV344
SRR18231116,AMPLICON,502,27333900,PRJNA812940,SAMN26441973,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",15139584,MCMASTER UNIVERSITY,2015-01-01/2021-12-31,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",NonCeD,UBERON:0000467,UBERON:0005409,UBERON:0001555,SRX14372646,Canada,North America,Canada,Homo sapiens,Illumina MiSeq,43.25 N 79.87 W,LR260-EV343,PAIRED,PCR,METAGENOMIC,D2,gut metagenome,ILLUMINA,2022-10-28T00:00:00Z,2022-03-04T17:26:00Z,1,EV343,SRP362541,EV343
SRR18231117,AMPLICON,502,32836322,PRJNA812940,SAMN26441972,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",18890606,MCMASTER UNIVERSITY,2015-01-01/2021-12-31,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",NonCeD,UBERON:0000467,UBERON:0005409,UBERON:0001555,SRX14372645,Canada,North America,Canada,Homo sapiens,Illumina MiSeq,43.25 N 79.87 W,LR260-EV342,PAIRED,PCR,METAGENOMIC,D2,gut metagenome,ILLUMINA,2022-10-28T00:00:00Z,2022-03-04T17:26:00Z,1,EV342,SRP362541,EV342
SRR18231118,AMPLICON,502,30283150,PRJNA812940,SAMN26441971,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",16840482,MCMASTER UNIVERSITY,2015-01-01/2021-12-31,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",NonCeD,UBERON:0000467,UBERON:0005409,UBERON:0001555,SRX14372644,Canada,North America,Canada,Homo sapiens,Illumina MiSeq,43.25 N 79.87 W,LR260-EV341,PAIRED,PCR,METAGENOMIC,D2,gut metagenome,ILLUMINA,2022-10-28T00:00:00Z,2022-03-04T17:26:00Z,1,EV341,SRP362541,EV341
SRR18231119,AMPLICON,510,47427450,PRJNA812940,SAMN26441926,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",30192244,MCMASTER UNIVERSITY,2015-01-01/2021-12-31,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Active,UBERON:0000467,UBERON:0005409,UBERON:0001555,SRX14372643,Canada,North America,Canada,Homo sapiens,Illumina MiSeq,43.25 N 79.87 W,LR171-EV200,PAIRED,PCR,METAGENOMIC,D2,gut metagenome,ILLUMINA,2022-10-28T00:00:00Z,2022-03-04T17:26:00Z,1,EV200,SRP362541,EV200
SRR18231120,AMPLICON,502,38234830,PRJNA812940,SAMN26441970,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",21031011,MCMASTER UNIVERSITY,2015-01-01/2021-12-31,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",NonCeD,UBERON:0000467,UBERON:0005409,UBERON:0001555,SRX14372642,Canada,North America,Canada,Homo sapiens,Illumina MiSeq,43.25 N 79.87 W,LR260-EV340,PAIRED,PCR,METAGENOMIC,D2,gut metagenome,ILLUMINA,2022-10-28T00:00:00Z,2022-03-04T17:26:00Z,1,EV340,SRP362541,EV340
SRR18231121,AMPLICON,502,37557632,PRJNA812940,SAMN26441969,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",20866173,MCMASTER UNIVERSITY,2015-01-01/2021-12-31,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",NonCeD,UBERON:0000467,UBERON:0005409,UBERON:0001555,SRX14372641,Canada,North America,Canada,Homo sapiens,Illumina MiSeq,43.25 N 79.87 W,LR260-EV339,PAIRED,PCR,METAGENOMIC,D2,gut metagenome,ILLUMINA,2022-10-28T00:00:00Z,2022-03-04T17:26:00Z,1,EV339,SRP362541,EV339
SRR18231122,AMPLICON,502,30230942,PRJNA812940,SAMN26441968,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",15976632,MCMASTER UNIVERSITY,2015-01-01/2021-12-31,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Active,UBERON:0000467,UBERON:0005409,UBERON:0001555,SRX14372640,Canada,North America,Canada,Homo sapiens,Illumina MiSeq,43.25 N 79.87 W,LR212-EV296,PAIRED,PCR,METAGENOMIC,ASPIRATE,gut metagenome,ILLUMINA,2022-10-28T00:00:00Z,2022-03-04T17:26:00Z,1,EV296,SRP362541,EV296
