Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,env_broad_scale,env_local_scale,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Host_age,Host,Instrument,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Microbial_fraction,Organism,Platform,ReleaseDate,replicate,create_date,version,Sample_index,Sample Name,SRA Study
SRR11733652,AMPLICON,502,8876364,PRJNA631001,SAMN14851316,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",5694747,YALE UNIVERSITY SCHOOL OF MEDICINE,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",digestive tract environment[ENVO:01001033],fecal environment [ENVO:01001029],SRX8292854,Sweden,Europe,Sweden,5,Homo sapiens,Illumina MiSeq,sample_44_2,PAIRED,PCR,METAGENOMIC,input,human gut metagenome,ILLUMINA,2020-05-08T00:00:00Z,technical replicate 2,2020-05-08T10:25:00Z,1,330,sample_44_2,SRP260653
SRR11733653,AMPLICON,502,14514828,PRJNA631001,SAMN14851315,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",9417027,YALE UNIVERSITY SCHOOL OF MEDICINE,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",digestive tract environment[ENVO:01001033],fecal environment [ENVO:01001029],SRX8292853,Sweden,Europe,Sweden,5,Homo sapiens,Illumina MiSeq,sample_43_2_IgA_neg,PAIRED,PCR,METAGENOMIC,IgA_neg,human gut metagenome,ILLUMINA,2020-05-08T00:00:00Z,technical replicate 2,2020-05-08T10:25:00Z,1,329,sample_43_2_IgA_neg,SRP260653
SRR11733654,AMPLICON,502,10353750,PRJNA631001,SAMN14851314,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",6519715,YALE UNIVERSITY SCHOOL OF MEDICINE,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",digestive tract environment[ENVO:01001033],fecal environment [ENVO:01001029],SRX8292852,Sweden,Europe,Sweden,5,Homo sapiens,Illumina MiSeq,sample_43_2_IgA_pos,PAIRED,PCR,METAGENOMIC,IgA_pos,human gut metagenome,ILLUMINA,2020-05-08T00:00:00Z,technical replicate 2,2020-05-08T10:26:00Z,1,328,sample_43_2_IgA_pos,SRP260653
SRR11733655,AMPLICON,502,9575148,PRJNA631001,SAMN14851313,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",6233521,YALE UNIVERSITY SCHOOL OF MEDICINE,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",digestive tract environment[ENVO:01001033],fecal environment [ENVO:01001029],SRX8292851,Sweden,Europe,Sweden,5,Homo sapiens,Illumina MiSeq,sample_43_2,PAIRED,PCR,METAGENOMIC,input,human gut metagenome,ILLUMINA,2020-05-08T00:00:00Z,technical replicate 2,2020-05-08T10:25:00Z,1,327,sample_43_2,SRP260653
SRR11733656,AMPLICON,502,7311128,PRJNA631001,SAMN14851312,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",4706900,YALE UNIVERSITY SCHOOL OF MEDICINE,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",digestive tract environment[ENVO:01001033],fecal environment [ENVO:01001029],SRX8292850,Sweden,Europe,Sweden,2.5,Homo sapiens,Illumina MiSeq,sample_42_2_IgA_neg,PAIRED,PCR,METAGENOMIC,IgA_neg,human gut metagenome,ILLUMINA,2020-05-08T00:00:00Z,technical replicate 2,2020-05-08T10:26:00Z,1,326,sample_42_2_IgA_neg,SRP260653
SRR11733657,AMPLICON,502,9291016,PRJNA631001,SAMN14851311,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",5693976,YALE UNIVERSITY SCHOOL OF MEDICINE,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",digestive tract environment[ENVO:01001033],fecal environment [ENVO:01001029],SRX8292849,Sweden,Europe,Sweden,2.5,Homo sapiens,Illumina MiSeq,sample_42_2_IgA_pos,PAIRED,PCR,METAGENOMIC,IgA_pos,human gut metagenome,ILLUMINA,2020-05-08T00:00:00Z,technical replicate 2,2020-05-08T10:25:00Z,1,325,sample_42_2_IgA_pos,SRP260653
SRR11733658,AMPLICON,502,11033960,PRJNA631001,SAMN14851310,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",7049950,YALE UNIVERSITY SCHOOL OF MEDICINE,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",digestive tract environment[ENVO:01001033],fecal environment [ENVO:01001029],SRX8292848,Sweden,Europe,Sweden,2.5,Homo sapiens,Illumina MiSeq,sample_42_2,PAIRED,PCR,METAGENOMIC,input,human gut metagenome,ILLUMINA,2020-05-08T00:00:00Z,technical replicate 2,2020-05-08T10:25:00Z,1,324,sample_42_2,SRP260653
SRR11733659,AMPLICON,502,14575570,PRJNA631001,SAMN14851309,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",9420423,YALE UNIVERSITY SCHOOL OF MEDICINE,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",digestive tract environment[ENVO:01001033],fecal environment [ENVO:01001029],SRX8292847,Sweden,Europe,Sweden,2.5,Homo sapiens,Illumina MiSeq,sample_41_2_IgA_neg,PAIRED,PCR,METAGENOMIC,IgA_neg,human gut metagenome,ILLUMINA,2020-05-08T00:00:00Z,technical replicate 2,2020-05-08T10:26:00Z,1,323,sample_41_2_IgA_neg,SRP260653
SRR11733660,AMPLICON,502,9282984,PRJNA631001,SAMN14851308,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",5433210,YALE UNIVERSITY SCHOOL OF MEDICINE,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",digestive tract environment[ENVO:01001033],fecal environment [ENVO:01001029],SRX8292846,Sweden,Europe,Sweden,2.5,Homo sapiens,Illumina MiSeq,sample_41_2_IgA_pos,PAIRED,PCR,METAGENOMIC,IgA_pos,human gut metagenome,ILLUMINA,2020-05-08T00:00:00Z,technical replicate 2,2020-05-08T10:25:00Z,1,322,sample_41_2_IgA_pos,SRP260653
SRR11733661,AMPLICON,502,11515880,PRJNA631001,SAMN14851307,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",7437108,YALE UNIVERSITY SCHOOL OF MEDICINE,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",digestive tract environment[ENVO:01001033],fecal environment [ENVO:01001029],SRX8292845,Sweden,Europe,Sweden,2.5,Homo sapiens,Illumina MiSeq,sample_41_2,PAIRED,PCR,METAGENOMIC,input,human gut metagenome,ILLUMINA,2020-05-08T00:00:00Z,technical replicate 2,2020-05-08T10:26:00Z,1,321,sample_41_2,SRP260653
SRR11733662,AMPLICON,502,15239716,PRJNA631001,SAMN14851019,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",9433581,YALE UNIVERSITY SCHOOL OF MEDICINE,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",digestive tract environment[ENVO:01001033],fecal environment [ENVO:01001029],SRX8292844,Sweden,Europe,Sweden,2.5,Homo sapiens,Illumina MiSeq,sample_11_1_IgA_neg,PAIRED,PCR,METAGENOMIC,IgA_neg,human gut metagenome,ILLUMINA,2020-05-08T00:00:00Z,technical replicate 1,2020-05-08T10:25:00Z,1,33,sample_11_1_IgA_neg,SRP260653
SRR11733663,AMPLICON,502,13094168,PRJNA631001,SAMN14851306,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",8227066,YALE UNIVERSITY SCHOOL OF MEDICINE,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",digestive tract environment[ENVO:01001033],fecal environment [ENVO:01001029],SRX8292843,Sweden,Europe,Sweden,2.5,Homo sapiens,Illumina MiSeq,sample_40_2_IgA_neg,PAIRED,PCR,METAGENOMIC,IgA_neg,human gut metagenome,ILLUMINA,2020-05-08T00:00:00Z,technical replicate 2,2020-05-08T10:25:00Z,1,320,sample_40_2_IgA_neg,SRP260653
SRR11733664,AMPLICON,502,9418022,PRJNA631001,SAMN14851305,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",5812717,YALE UNIVERSITY SCHOOL OF MEDICINE,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",digestive tract environment[ENVO:01001033],fecal environment [ENVO:01001029],SRX8292842,Sweden,Europe,Sweden,2.5,Homo sapiens,Illumina MiSeq,sample_40_2_IgA_pos,PAIRED,PCR,METAGENOMIC,IgA_pos,human gut metagenome,ILLUMINA,2020-05-08T00:00:00Z,technical replicate 2,2020-05-08T10:26:00Z,1,319,sample_40_2_IgA_pos,SRP260653
SRR11733665,AMPLICON,502,13042462,PRJNA631001,SAMN14851304,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",8404222,YALE UNIVERSITY SCHOOL OF MEDICINE,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",digestive tract environment[ENVO:01001033],fecal environment [ENVO:01001029],SRX8292841,Sweden,Europe,Sweden,2.5,Homo sapiens,Illumina MiSeq,sample_40_2,PAIRED,PCR,METAGENOMIC,input,human gut metagenome,ILLUMINA,2020-05-08T00:00:00Z,technical replicate 2,2020-05-08T10:25:00Z,1,318,sample_40_2,SRP260653
SRR11733666,AMPLICON,502,11475218,PRJNA631001,SAMN14851303,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",7306683,YALE UNIVERSITY SCHOOL OF MEDICINE,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",digestive tract environment[ENVO:01001033],fecal environment [ENVO:01001029],SRX8292840,Sweden,Europe,Sweden,2.5,Homo sapiens,Illumina MiSeq,sample_39_2_IgA_neg,PAIRED,PCR,METAGENOMIC,IgA_neg,human gut metagenome,ILLUMINA,2020-05-08T00:00:00Z,technical replicate 2,2020-05-08T10:26:00Z,1,317,sample_39_2_IgA_neg,SRP260653
SRR11733667,AMPLICON,502,9685086,PRJNA631001,SAMN14851302,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",5907054,YALE UNIVERSITY SCHOOL OF MEDICINE,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",digestive tract environment[ENVO:01001033],fecal environment [ENVO:01001029],SRX8292839,Sweden,Europe,Sweden,2.5,Homo sapiens,Illumina MiSeq,sample_39_2_IgA_pos,PAIRED,PCR,METAGENOMIC,IgA_pos,human gut metagenome,ILLUMINA,2020-05-08T00:00:00Z,technical replicate 2,2020-05-08T10:25:00Z,1,316,sample_39_2_IgA_pos,SRP260653
SRR11733668,AMPLICON,502,13313542,PRJNA631001,SAMN14851301,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",8576101,YALE UNIVERSITY SCHOOL OF MEDICINE,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",digestive tract environment[ENVO:01001033],fecal environment [ENVO:01001029],SRX8292838,Sweden,Europe,Sweden,2.5,Homo sapiens,Illumina MiSeq,sample_39_2,PAIRED,PCR,METAGENOMIC,input,human gut metagenome,ILLUMINA,2020-05-08T00:00:00Z,technical replicate 2,2020-05-08T10:26:00Z,1,315,sample_39_2,SRP260653
SRR11733669,AMPLICON,502,11091188,PRJNA631001,SAMN14851300,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",6971152,YALE UNIVERSITY SCHOOL OF MEDICINE,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",digestive tract environment[ENVO:01001033],fecal environment [ENVO:01001029],SRX8292837,Sweden,Europe,Sweden,2.5,Homo sapiens,Illumina MiSeq,sample_38_2_IgA_neg,PAIRED,PCR,METAGENOMIC,IgA_neg,human gut metagenome,ILLUMINA,2020-05-08T00:00:00Z,technical replicate 2,2020-05-08T10:25:00Z,1,314,sample_38_2_IgA_neg,SRP260653
SRR11733670,AMPLICON,502,10842698,PRJNA631001,SAMN14851299,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",6773987,YALE UNIVERSITY SCHOOL OF MEDICINE,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",digestive tract environment[ENVO:01001033],fecal environment [ENVO:01001029],SRX8292836,Sweden,Europe,Sweden,2.5,Homo sapiens,Illumina MiSeq,sample_38_2_IgA_pos,PAIRED,PCR,METAGENOMIC,IgA_pos,human gut metagenome,ILLUMINA,2020-05-08T00:00:00Z,technical replicate 2,2020-05-08T10:25:00Z,1,313,sample_38_2_IgA_pos,SRP260653
SRR11733671,AMPLICON,502,12271390,PRJNA631001,SAMN14851298,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",7805950,YALE UNIVERSITY SCHOOL OF MEDICINE,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",digestive tract environment[ENVO:01001033],fecal environment [ENVO:01001029],SRX8292835,Sweden,Europe,Sweden,2.5,Homo sapiens,Illumina MiSeq,sample_38_2,PAIRED,PCR,METAGENOMIC,input,human gut metagenome,ILLUMINA,2020-05-08T00:00:00Z,technical replicate 2,2020-05-08T10:26:00Z,1,312,sample_38_2,SRP260653
SRR11733672,AMPLICON,502,14336116,PRJNA631001,SAMN14851297,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",8957917,YALE UNIVERSITY SCHOOL OF MEDICINE,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",digestive tract environment[ENVO:01001033],fecal environment [ENVO:01001029],SRX8292834,Sweden,Europe,Sweden,2.5,Homo sapiens,Illumina MiSeq,sample_37_2_IgA_neg,PAIRED,PCR,METAGENOMIC,IgA_neg,human gut metagenome,ILLUMINA,2020-05-08T00:00:00Z,technical replicate 2,2020-05-08T10:26:00Z,1,311,sample_37_2_IgA_neg,SRP260653
SRR11733673,AMPLICON,502,4888978,PRJNA631001,SAMN14851018,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",3000969,YALE UNIVERSITY SCHOOL OF MEDICINE,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",digestive tract environment[ENVO:01001033],fecal environment [ENVO:01001029],SRX8292833,Sweden,Europe,Sweden,2.5,Homo sapiens,Illumina MiSeq,sample_11_1_IgA_pos,PAIRED,PCR,METAGENOMIC,IgA_pos,human gut metagenome,ILLUMINA,2020-05-08T00:00:00Z,technical replicate 1,2020-05-08T10:25:00Z,1,32,sample_11_1_IgA_pos,SRP260653
SRR11733674,AMPLICON,502,8849758,PRJNA631001,SAMN14851296,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",5407023,YALE UNIVERSITY SCHOOL OF MEDICINE,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",digestive tract environment[ENVO:01001033],fecal environment [ENVO:01001029],SRX8292832,Sweden,Europe,Sweden,2.5,Homo sapiens,Illumina MiSeq,sample_37_2_IgA_pos,PAIRED,PCR,METAGENOMIC,IgA_pos,human gut metagenome,ILLUMINA,2020-05-08T00:00:00Z,technical replicate 2,2020-05-08T10:25:00Z,1,310,sample_37_2_IgA_pos,SRP260653
SRR11733675,AMPLICON,502,10345216,PRJNA631001,SAMN14851295,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",6570885,YALE UNIVERSITY SCHOOL OF MEDICINE,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",digestive tract environment[ENVO:01001033],fecal environment [ENVO:01001029],SRX8292831,Sweden,Europe,Sweden,2.5,Homo sapiens,Illumina MiSeq,sample_37_2,PAIRED,PCR,METAGENOMIC,input,human gut metagenome,ILLUMINA,2020-05-08T00:00:00Z,technical replicate 2,2020-05-08T10:25:00Z,1,309,sample_37_2,SRP260653
SRR11733676,AMPLICON,502,10336682,PRJNA631001,SAMN14851294,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",6618087,YALE UNIVERSITY SCHOOL OF MEDICINE,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",digestive tract environment[ENVO:01001033],fecal environment [ENVO:01001029],SRX8292830,Sweden,Europe,Sweden,2.5,Homo sapiens,Illumina MiSeq,sample_36_2_IgA_neg,PAIRED,PCR,METAGENOMIC,IgA_neg,human gut metagenome,ILLUMINA,2020-05-08T00:00:00Z,technical replicate 2,2020-05-08T10:26:00Z,1,308,sample_36_2_IgA_neg,SRP260653
SRR11733677,AMPLICON,502,8495346,PRJNA631001,SAMN14851293,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",5037553,YALE UNIVERSITY SCHOOL OF MEDICINE,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",digestive tract environment[ENVO:01001033],fecal environment [ENVO:01001029],SRX8292829,Sweden,Europe,Sweden,2.5,Homo sapiens,Illumina MiSeq,sample_36_2_IgA_pos,PAIRED,PCR,METAGENOMIC,IgA_pos,human gut metagenome,ILLUMINA,2020-05-08T00:00:00Z,technical replicate 2,2020-05-08T10:25:00Z,1,307,sample_36_2_IgA_pos,SRP260653
SRR11733678,AMPLICON,502,9744824,PRJNA631001,SAMN14851292,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",6195440,YALE UNIVERSITY SCHOOL OF MEDICINE,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",digestive tract environment[ENVO:01001033],fecal environment [ENVO:01001029],SRX8292828,Sweden,Europe,Sweden,2.5,Homo sapiens,Illumina MiSeq,sample_36_2,PAIRED,PCR,METAGENOMIC,input,human gut metagenome,ILLUMINA,2020-05-08T00:00:00Z,technical replicate 2,2020-05-08T10:25:00Z,1,306,sample_36_2,SRP260653
SRR11733679,AMPLICON,502,11581140,PRJNA631001,SAMN14851291,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",7323609,YALE UNIVERSITY SCHOOL OF MEDICINE,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",digestive tract environment[ENVO:01001033],fecal environment [ENVO:01001029],SRX8292827,Sweden,Europe,Sweden,2.5,Homo sapiens,Illumina MiSeq,sample_35_2_IgA_neg,PAIRED,PCR,METAGENOMIC,IgA_neg,human gut metagenome,ILLUMINA,2020-05-08T00:00:00Z,technical replicate 2,2020-05-08T10:25:00Z,1,305,sample_35_2_IgA_neg,SRP260653
SRR11733680,AMPLICON,502,8122862,PRJNA631001,SAMN14851290,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",4951136,YALE UNIVERSITY SCHOOL OF MEDICINE,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",digestive tract environment[ENVO:01001033],fecal environment [ENVO:01001029],SRX8292826,Sweden,Europe,Sweden,2.5,Homo sapiens,Illumina MiSeq,sample_35_2_IgA_pos,PAIRED,PCR,METAGENOMIC,IgA_pos,human gut metagenome,ILLUMINA,2020-05-08T00:00:00Z,technical replicate 2,2020-05-08T10:26:00Z,1,304,sample_35_2_IgA_pos,SRP260653
SRR11733681,AMPLICON,502,8096758,PRJNA631001,SAMN14851146,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",4993560,YALE UNIVERSITY SCHOOL OF MEDICINE,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",digestive tract environment[ENVO:01001033],fecal environment [ENVO:01001029],SRX8292825,Sweden,Europe,Sweden,5,Homo sapiens,Illumina MiSeq,sample_54_1,PAIRED,PCR,METAGENOMIC,input,human gut metagenome,ILLUMINA,2020-05-08T00:00:00Z,technical replicate 1,2020-05-08T10:25:00Z,1,160,sample_54_1,SRP260653
SRR11733682,AMPLICON,502,13245270,PRJNA631001,SAMN14851145,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",8220319,YALE UNIVERSITY SCHOOL OF MEDICINE,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",digestive tract environment[ENVO:01001033],fecal environment [ENVO:01001029],SRX8292824,Sweden,Europe,Sweden,5,Homo sapiens,Illumina MiSeq,sample_53_1_IgA_neg,PAIRED,PCR,METAGENOMIC,IgA_neg,human gut metagenome,ILLUMINA,2020-05-08T00:00:00Z,technical replicate 1,2020-05-08T10:26:00Z,1,159,sample_53_1_IgA_neg,SRP260653
SRR11733683,AMPLICON,502,10133874,PRJNA631001,SAMN14851144,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",6409520,YALE UNIVERSITY SCHOOL OF MEDICINE,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",digestive tract environment[ENVO:01001033],fecal environment [ENVO:01001029],SRX8292823,Sweden,Europe,Sweden,5,Homo sapiens,Illumina MiSeq,sample_53_1_IgA_pos,PAIRED,PCR,METAGENOMIC,IgA_pos,human gut metagenome,ILLUMINA,2020-05-08T00:00:00Z,technical replicate 1,2020-05-08T10:25:00Z,1,158,sample_53_1_IgA_pos,SRP260653
SRR11733684,AMPLICON,502,10723222,PRJNA631001,SAMN14851143,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",6647590,YALE UNIVERSITY SCHOOL OF MEDICINE,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",digestive tract environment[ENVO:01001033],fecal environment [ENVO:01001029],SRX8292822,Sweden,Europe,Sweden,5,Homo sapiens,Illumina MiSeq,sample_53_1,PAIRED,PCR,METAGENOMIC,input,human gut metagenome,ILLUMINA,2020-05-08T00:00:00Z,technical replicate 1,2020-05-08T10:26:00Z,1,157,sample_53_1,SRP260653
SRR11733685,AMPLICON,502,13822570,PRJNA631001,SAMN14851142,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",8545526,YALE UNIVERSITY SCHOOL OF MEDICINE,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",digestive tract environment[ENVO:01001033],fecal environment [ENVO:01001029],SRX8292821,Sweden,Europe,Sweden,5,Homo sapiens,Illumina MiSeq,sample_52_1_IgA_neg,PAIRED,PCR,METAGENOMIC,IgA_neg,human gut metagenome,ILLUMINA,2020-05-08T00:00:00Z,technical replicate 1,2020-05-08T10:26:00Z,1,156,sample_52_1_IgA_neg,SRP260653
SRR11733686,AMPLICON,502,7507912,PRJNA631001,SAMN14851141,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",4761396,YALE UNIVERSITY SCHOOL OF MEDICINE,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",digestive tract environment[ENVO:01001033],fecal environment [ENVO:01001029],SRX8292820,Sweden,Europe,Sweden,5,Homo sapiens,Illumina MiSeq,sample_52_1_IgA_pos,PAIRED,PCR,METAGENOMIC,IgA_pos,human gut metagenome,ILLUMINA,2020-05-08T00:00:00Z,technical replicate 1,2020-05-08T10:25:00Z,1,155,sample_52_1_IgA_pos,SRP260653
SRR11733687,AMPLICON,502,12802004,PRJNA631001,SAMN14851140,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",7825222,YALE UNIVERSITY SCHOOL OF MEDICINE,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",digestive tract environment[ENVO:01001033],fecal environment [ENVO:01001029],SRX8292819,Sweden,Europe,Sweden,5,Homo sapiens,Illumina MiSeq,sample_52_1,PAIRED,PCR,METAGENOMIC,input,human gut metagenome,ILLUMINA,2020-05-08T00:00:00Z,technical replicate 1,2020-05-08T10:26:00Z,1,154,sample_52_1,SRP260653
SRR11733688,AMPLICON,502,12347694,PRJNA631001,SAMN14851139,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",7647952,YALE UNIVERSITY SCHOOL OF MEDICINE,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",digestive tract environment[ENVO:01001033],fecal environment [ENVO:01001029],SRX8292818,Sweden,Europe,Sweden,5,Homo sapiens,Illumina MiSeq,sample_51_1_IgA_neg,PAIRED,PCR,METAGENOMIC,IgA_neg,human gut metagenome,ILLUMINA,2020-05-08T00:00:00Z,technical replicate 1,2020-05-08T10:25:00Z,1,153,sample_51_1_IgA_neg,SRP260653
SRR11733689,AMPLICON,502,10626838,PRJNA631001,SAMN14851138,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",6719420,YALE UNIVERSITY SCHOOL OF MEDICINE,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",digestive tract environment[ENVO:01001033],fecal environment [ENVO:01001029],SRX8292817,Sweden,Europe,Sweden,5,Homo sapiens,Illumina MiSeq,sample_51_1_IgA_pos,PAIRED,PCR,METAGENOMIC,IgA_pos,human gut metagenome,ILLUMINA,2020-05-08T00:00:00Z,technical replicate 1,2020-05-08T10:26:00Z,1,152,sample_51_1_IgA_pos,SRP260653
SRR11733690,AMPLICON,502,11183054,PRJNA631001,SAMN14851137,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",6928090,YALE UNIVERSITY SCHOOL OF MEDICINE,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",digestive tract environment[ENVO:01001033],fecal environment [ENVO:01001029],SRX8292816,Sweden,Europe,Sweden,5,Homo sapiens,Illumina MiSeq,sample_51_1,PAIRED,PCR,METAGENOMIC,input,human gut metagenome,ILLUMINA,2020-05-08T00:00:00Z,technical replicate 1,2020-05-08T10:26:00Z,1,151,sample_51_1,SRP260653
SRR11733691,AMPLICON,502,15280378,PRJNA631001,SAMN14851002,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",9665052,YALE UNIVERSITY SCHOOL OF MEDICINE,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",digestive tract environment[ENVO:01001033],fecal environment [ENVO:01001029],SRX8292815,Sweden,Europe,Sweden,1,Homo sapiens,Illumina MiSeq,sample_6_1,PAIRED,PCR,METAGENOMIC,input,human gut metagenome,ILLUMINA,2020-05-08T00:00:00Z,technical replicate 1,2020-05-08T10:26:00Z,1,16,sample_6_1,SRP260653
SRR11733692,AMPLICON,502,13342156,PRJNA631001,SAMN14851136,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",8276705,YALE UNIVERSITY SCHOOL OF MEDICINE,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",digestive tract environment[ENVO:01001033],fecal environment [ENVO:01001029],SRX8292814,Sweden,Europe,Sweden,5,Homo sapiens,Illumina MiSeq,sample_50_1_IgA_neg,PAIRED,PCR,METAGENOMIC,IgA_neg,human gut metagenome,ILLUMINA,2020-05-08T00:00:00Z,technical replicate 1,2020-05-08T10:26:00Z,1,150,sample_50_1_IgA_neg,SRP260653
